,_id,Country,CountryCode,ObservationType,IndicatorCode,IndicatorNameShort,RANK,SCORE,YEAR,RAW
2243,{'$oid': '642b15e88c5067f4a89a059f'},Luxembourg,LUX,IndicatorObservation,COALPW,Energy from Coal Sources,44,0.9752220167,2018,1.238899166
2244,{'$oid': '642b15e88c5067f4a89a05a0'},Luxembourg,LUX,IndicatorObservation,COLBAR,Collective Bargaining Rights Coverage,16,0.55,2014,0.55
2245,{'$oid': '642b15e88c5067f4a89a05a1'},Luxembourg,LUX,IndicatorObservation,CRPTAX,Corporate Tax Rate,40,0.45,2018,18
2246,{'$oid': '642b15e88c5067f4a89a05a2'},Luxembourg,LUX,IndicatorObservation,CSTUNT,Child Stunting,46,0.978,2018,1.08
2247,{'$oid': '642b15e88c5067f4a89a05a3'},Luxembourg,LUX,IndicatorObservation,CYBSEC,Global Cybersecurity Index,8,0.89,2018,0.89
2248,{'$oid': '642b15e88c5067f4a89a05a4'},Luxembourg,LUX,IndicatorObservation,DEFRST,Deforestation,30,0.333,2018,0
2249,{'$oid': '642b15e88c5067f4a89a05a5'},Luxembourg,LUX,IndicatorObservation,DPTCOV,Infant DTP Vaccine Coverage,1,0.96,2017,99
2250,{'$oid': '642b15e88c5067f4a89a05a6'},Luxembourg,LUX,IndicatorObservation,DRKWAT,Safe Drinking Water,35,0.976,2015,97.61
2251,{'$oid': '642b15e88c5067f4a89a05a7'},Luxembourg,LUX,IndicatorObservation,EDEMOC,Electoral Democracy Index,16,0.874,2018,0.874
2252,{'$oid': '642b15e88c5067f4a89a05a8'},Luxembourg,LUX,IndicatorObservation,ENRPRI,Primary School Net Enrollment,32,0.777,2016,95.54
2253,{'$oid': '642b15e88c5067f4a89a05a9'},Luxembourg,LUX,IndicatorObservation,ENRSEC,Lower Secondary School Net Enrollment,37,0.83,2016,94.9
2254,{'$oid': '642b15e88c5067f4a89a05aa'},Luxembourg,LUX,IndicatorObservation,EWASTE,E-Waste Generation,30,0.702,2018,11.93425994
2255,{'$oid': '642b15e88c5067f4a89a05ab'},Luxembourg,LUX,IndicatorObservation,FAMPLN,Unment Need for Family Planning,16,0.36,2018,12.8
2256,{'$oid': '642b15e88c5067f4a89a05ac'},Luxembourg,LUX,IndicatorObservation,FATINJ,Fatal Workplace Injuries,22,0.868,2015,3.3
2257,{'$oid': '642b15e88c5067f4a89a05ad'},Luxembourg,LUX,IndicatorObservation,FDEPTH,Financial Depth,3,0.785,2018,0.785
2258,{'$oid': '642b15e88c5067f4a89a05ae'},Luxembourg,LUX,IndicatorObservation,FORAID,Foreign Aid,11,0.555,2018,0.555
2259,{'$oid': '642b15e88c5067f4a89a05af'},Luxembourg,LUX,IndicatorObservation,FSTABL,Financial Stability,43,0.93,2018,0.7
2260,{'$oid': '642b15e88c5067f4a89a05b0'},Luxembourg,LUX,IndicatorObservation,GENDEQ,Gender Equality Index,17,0.875,2018,3.5
2261,{'$oid': '642b15e88c5067f4a89a05b1'},Luxembourg,LUX,IndicatorObservation,GINIPT,GINI Coefficient After Taxes,22,0.702,2017,34.9
2262,{'$oid': '642b15e88c5067f4a89a05b2'},Luxembourg,LUX,IndicatorObservation,GTRANS,Green Transport Index,45,0.238,2016,0.238
2263,{'$oid': '642b15e88c5067f4a89a05b3'},Luxembourg,LUX,IndicatorObservation,INCARC,Incarceration Rates,30,0.866,2018,107
2264,{'$oid': '642b15e88c5067f4a89a05b4'},Luxembourg,LUX,IndicatorObservation,INCONV,Adoption of Key UN Conventions,24,0.8,2019,8
2265,{'$oid': '642b15e88c5067f4a89a05b5'},Luxembourg,LUX,IndicatorObservation,INTRNT,Internet Access and Quality,6,0.654,2016/2020,0.6537
2266,{'$oid': '642b15e88c5067f4a89a05b6'},Luxembourg,LUX,IndicatorObservation,ISHRAT,Income Share Ratio,16,0.409,2018,0.629
2267,{'$oid': '642b15e88c5067f4a89a05b7'},Luxembourg,LUX,IndicatorObservation,IUCNRL,IUCN Red List Index,1,0.98,2018,0.99
2268,{'$oid': '642b15e88c5067f4a89a05b8'},Luxembourg,LUX,IndicatorObservation,LFPART,Labor Force Participation,12,0.88,,87.98
2269,{'$oid': '642b15e88c5067f4a89a05b9'},Luxembourg,LUX,IndicatorObservation,MATERN,Paid Maternity Leave,14,0.531,2018,27.6
2270,{'$oid': '642b15e88c5067f4a89a05ba'},Luxembourg,LUX,IndicatorObservation,MILEXP,Military Expenditure,48,0.95,2018,0.5
2271,{'$oid': '642b15e88c5067f4a89a05bb'},Luxembourg,LUX,IndicatorObservation,MSWGEN,Municipal Solid Waste Generation,3,0,2018,791
2272,{'$oid': '642b15e88c5067f4a89a05bc'},Luxembourg,LUX,IndicatorObservation,MURDER,Intentional Homicide Rate,33,0.964,2016,0.72
2273,{'$oid': '642b15e88c5067f4a89a05bd'},Luxembourg,LUX,IndicatorObservation,NITROG,Sustainable Nitrogen Management,35,0.337,2018,33.73
2274,{'$oid': '642b15e88c5067f4a89a05be'},Luxembourg,LUX,IndicatorObservation,NRGINT,Energy Intensity,45,0.842,2018,2.37
2275,{'$oid': '642b15e88c5067f4a89a05bf'},Luxembourg,LUX,IndicatorObservation,PHYSPC,"Physicians per 10,000",31,0.417,2010-2017,29.2
2276,{'$oid': '642b15e88c5067f4a89a05c0'},Luxembourg,LUX,IndicatorObservation,PUBACC,Public Access to Financial Sector,10,0.988,2017,98.77
2277,{'$oid': '642b15e88c5067f4a89a05c1'},Luxembourg,LUX,IndicatorObservation,PUBSRV,Quality of Public Services & Government,12,0.838,2018,1.69
2278,{'$oid': '642b15e88c5067f4a89a05c2'},Luxembourg,LUX,IndicatorObservation,PUPTCH,Primary School Pupil to Teacher Ratio,49,1,2018,9
2279,{'$oid': '642b15e88c5067f4a89a05c3'},Luxembourg,LUX,IndicatorObservation,RDFUND,Research and Development,19,0.601,2018,0.601
2280,{'$oid': '642b15e88c5067f4a89a05c4'},Luxembourg,LUX,IndicatorObservation,RECYCL,Recycling Rate,12,0.405,2018,28.37
2281,{'$oid': '642b15e88c5067f4a89a05c5'},Luxembourg,LUX,IndicatorObservation,RULELW,Rule of Law Index,18,0.977,2018,0.977
2282,{'$oid': '642b15e88c5067f4a89a05c6'},Luxembourg,LUX,IndicatorObservation,SANSRV,Basic Sanitation Services,16,0.982,2015,98.19
2283,{'$oid': '642b15e88c5067f4a89a05c7'},Luxembourg,LUX,IndicatorObservation,SECAPP,Security Apparatus,43,0.87,2019,1.3
2284,{'$oid': '642b15e88c5067f4a89a05c8'},Luxembourg,LUX,IndicatorObservation,SENIOR,Senior Wellbeing,2,0.835,2018,0.835
2285,{'$oid': '642b15e88c5067f4a89a05c9'},Luxembourg,LUX,IndicatorObservation,STKHLM,Stockholm Convention Compliance,44,0.333,2015,33.33
2286,{'$oid': '642b15e88c5067f4a89a05ca'},Luxembourg,LUX,IndicatorObservation,TAXEVA,Tax Evasion,3,0.301,2018/2019,1385.46
2287,{'$oid': '642b15e88c5067f4a89a05cb'},Luxembourg,LUX,IndicatorObservation,TAXREV,Tax Revenue,8,0.506,2017,25.28809
2288,{'$oid': '642b15e88c5067f4a89a05cc'},Luxembourg,LUX,IndicatorObservation,TRNETW,National Transport Network Intensity,1,1,2007-17,1
2289,{'$oid': '642b15e88c5067f4a89a05cd'},Luxembourg,LUX,IndicatorObservation,UNEMPL,Unemployment Benefits Coverage,17,0.498,2018,49.8
2290,{'$oid': '642b15e88c5067f4a89a05ce'},Luxembourg,LUX,IndicatorObservation,WATMAN,Water Management,33,0.61,2018,0.61
2291,{'$oid': '642b15e88c5067f4a89a05cf'},Mexico,MEX,IndexAggregate,MS,Market Structure Pillar,45,0.434,2018,
2292,{'$oid': '642b15e88c5067f4a89a05d0'},Mexico,MEX,IndexAggregate,MS_FIN,MS: Financial Sector Category,45,0.442,2018,
2293,{'$oid': '642b15e88c5067f4a89a05d1'},Mexico,MEX,IndexAggregate,MS_NEQ,MS: Inequality Category,42,0.332,2018,
2294,{'$oid': '642b15e88c5067f4a89a05d2'},Mexico,MEX,IndexAggregate,MS_TAX,MS: Tax Category,14,0.636,2018,
2295,{'$oid': '642b15e88c5067f4a89a05d3'},Mexico,MEX,IndexAggregate,MS_WEN,MS: Worker Engagement Category,48,0.418,2018,
2296,{'$oid': '642b15e88c5067f4a89a05d4'},Mexico,MEX,IndexAggregate,MS_WWB,MS: Worker Wellbeing Category,42,0.343,2018,
2297,{'$oid': '642b15e88c5067f4a89a05d5'},Mexico,MEX,IndexAggregate,PG,Public Goods Pillar,44,0.578,2018,
2298,{'$oid': '642b15e88c5067f4a89a05d6'},Mexico,MEX,IndexAggregate,PG_EDU,PG: Education Category,44,0.636,2018,
2299,{'$oid': '642b15e88c5067f4a89a05d7'},Mexico,MEX,IndexAggregate,PG_GLB,PG: Global Role Category,23,0.63,2018,
2300,{'$oid': '642b15e88c5067f4a89a05d8'},Mexico,MEX,IndexAggregate,PG_HLC,PG: Healthcare Category,45,0.551,2018,
2301,{'$oid': '642b15e88c5067f4a89a05d9'},Mexico,MEX,IndexAggregate,PG_INF,PG: Infrastructure Category,48,0.561,2018,
2302,{'$oid': '642b15e88c5067f4a89a05da'},Mexico,MEX,IndexAggregate,PG_RTS,PG: Rights Category,,0.703,2018,
2303,{'$oid': '642b15e88c5067f4a89a05db'},Mexico,MEX,IndexAggregate,PG_RTS,PG: Rights Catgory,37,,2018,
2304,{'$oid': '642b15e88c5067f4a89a05dc'},Mexico,MEX,IndexAggregate,PG_SAF,PG: Public Safety Category,48,0.388,2018,
2305,{'$oid': '642b15e88c5067f4a89a05dd'},Mexico,MEX,IndexAggregate,SSPI,SSPI,,17.1,2018,
2306,{'$oid': '642b15e88c5067f4a89a05de'},Mexico,MEX,IndexAggregate,SSPI,SSPI Overall,7,,2018,
2307,{'$oid': '642b15e88c5067f4a89a05df'},Mexico,MEX,IndexAggregate,SUS,Sustainability Pillar,39,0.489,2018,
2308,{'$oid': '642b15e88c5067f4a89a05e0'},Mexico,MEX,IndexAggregate,SUS_ECO,Sus: Ecosystem Category,42,0.418,2018,
2309,{'$oid': '642b15e88c5067f4a89a05e1'},Mexico,MEX,IndexAggregate,SUS_GHG,Sus: Greenhouse Gases Category,18,0.708,2018,
2310,{'$oid': '642b15e88c5067f4a89a05e2'},Mexico,MEX,IndexAggregate,SUS_LND,Sus: Land Category,40,0.411,2018,
2311,{'$oid': '642b15e88c5067f4a89a05e3'},Mexico,MEX,IndexAggregate,SUS_NRG,Sus: Energy Category,37,0.467,2018,
2312,{'$oid': '642b15e88c5067f4a89a05e4'},Mexico,MEX,IndexAggregate,SUS_WST,Sus: Waste Category,20,0.44,2018,
2313,{'$oid': '642b15e88c5067f4a89a05e5'},Mexico,MEX,IndicatorObservation,AIRPOL,Air Pollution,11,0.498,2016,20.08
2314,{'$oid': '642b15e88c5067f4a89a05e6'},Mexico,MEX,IndicatorObservation,ALTNRG,Alternative Energy Generation,39,0.108,2018,6.481
2315,{'$oid': '642b15e88c5067f4a89a05e7'},Mexico,MEX,IndicatorObservation,AQELEC,Availability and Quality of Electricity,42,0.848,2018,0.8477
2316,{'$oid': '642b15e88c5067f4a89a05e8'},Mexico,MEX,IndicatorObservation,ARMEXP,Arms Exports,34,1,2018,0
2317,{'$oid': '642b15e88c5067f4a89a05e9'},Mexico,MEX,IndicatorObservation,ATBRTH,Births Attended by Skilled Personnel,41,0.885,2013-2015,97.7
2318,{'$oid': '642b15e88c5067f4a89a05ea'},Mexico,MEX,IndicatorObservation,BEEFMK,Beef Market,34,0.729,2018,0.729
2319,{'$oid': '642b15e88c5067f4a89a05eb'},Mexico,MEX,IndicatorObservation,BIODIV,Biodiversity Protection,28,0.496,2018,49.569
2320,{'$oid': '642b15e88c5067f4a89a05ec'},Mexico,MEX,IndicatorObservation,CARBON,Carbon Capture,26,0.306,2018,11.845
2321,{'$oid': '642b15e88c5067f4a89a05ed'},Mexico,MEX,IndicatorObservation,CHILDW,Child Worker Engagement,43,0.225,2018,0.225
2322,{'$oid': '642b15e88c5067f4a89a05ee'},Mexico,MEX,IndicatorObservation,COALPW,Energy from Coal Sources,29,0.8663728397,2018,6.681358016
2323,{'$oid': '642b15e88c5067f4a89a05ef'},Mexico,MEX,IndicatorObservation,COLBAR,Collective Bargaining Rights Coverage,42,0.1,2016,0.1
2324,{'$oid': '642b15e88c5067f4a89a05f0'},Mexico,MEX,IndicatorObservation,CRPTAX,Corporate Tax Rate,4,0.75,2018,30
2325,{'$oid': '642b15e88c5067f4a89a05f1'},Mexico,MEX,IndicatorObservation,CSTUNT,Child Stunting,5,0.763,2018,11.84
2326,{'$oid': '642b15e88c5067f4a89a05f2'},Mexico,MEX,IndicatorObservation,CYBSEC,Global Cybersecurity Index,41,0.63,2018,0.63
2327,{'$oid': '642b15e88c5067f4a89a05f3'},Mexico,MEX,IndicatorObservation,DEFRST,Deforestation,37,0.247,2018,-0.052
2328,{'$oid': '642b15e88c5067f4a89a05f4'},Mexico,MEX,IndicatorObservation,DPTCOV,Infant DTP Vaccine Coverage,47,0.4,2017,85
2329,{'$oid': '642b15e88c5067f4a89a05f5'},Mexico,MEX,IndicatorObservation,DRKWAT,Safe Drinking Water,42,0.892,2015,89.22
2330,{'$oid': '642b15e88c5067f4a89a05f6'},Mexico,MEX,IndicatorObservation,EDEMOC,Electoral Democracy Index,38,0.67,2018,0.67
2331,{'$oid': '642b15e88c5067f4a89a05f7'},Mexico,MEX,IndicatorObservation,ENRPRI,Primary School Net Enrollment,34,0.763,2017,95.25
2332,{'$oid': '642b15e88c5067f4a89a05f8'},Mexico,MEX,IndicatorObservation,ENRSEC,Lower Secondary School Net Enrollment,42,0.707,2017,91.21
2333,{'$oid': '642b15e88c5067f4a89a05f9'},Mexico,MEX,IndicatorObservation,EWASTE,E-Waste Generation,35,0.81,2018,7.602380952
2334,{'$oid': '642b15e88c5067f4a89a05fa'},Mexico,MEX,IndicatorObservation,FAMPLN,Unment Need for Family Planning,19,0.39,2018,12.2
2335,{'$oid': '642b15e88c5067f4a89a05fb'},Mexico,MEX,IndicatorObservation,FATINJ,Fatal Workplace Injuries,9,0.7,2017,7.5
2336,{'$oid': '642b15e88c5067f4a89a05fc'},Mexico,MEX,IndicatorObservation,FDEPTH,Financial Depth,48,0.166,2018,0.166
2337,{'$oid': '642b15e88c5067f4a89a05fd'},Mexico,MEX,IndicatorObservation,FORAID,Foreign Aid,14,0.409,2018,0.409
2338,{'$oid': '642b15e88c5067f4a89a05fe'},Mexico,MEX,IndicatorObservation,FSTABL,Financial Stability,23,0.79,2018,2.1
2339,{'$oid': '642b15e88c5067f4a89a05ff'},Mexico,MEX,IndicatorObservation,GENDEQ,Gender Equality Index,24,0.841,2018,3.363
2340,{'$oid': '642b15e88c5067f4a89a0600'},Mexico,MEX,IndicatorObservation,GINIPT,GINI Coefficient After Taxes,16,0.664,2018,36.8
2341,{'$oid': '642b15e88c5067f4a89a0601'},Mexico,MEX,IndicatorObservation,GTRANS,Green Transport Index,37,0.53,2016,0.53
2342,{'$oid': '642b15e88c5067f4a89a0602'},Mexico,MEX,IndicatorObservation,INCARC,Incarceration Rates,23,0.764,2018,158
2343,{'$oid': '642b15e88c5067f4a89a0603'},Mexico,MEX,IndicatorObservation,INCONV,Adoption of Key UN Conventions,1,1,2019,10
2344,{'$oid': '642b15e88c5067f4a89a0604'},Mexico,MEX,IndicatorObservation,INTRNT,Internet Access and Quality,47,0.2,2016/2020,0.20045
2345,{'$oid': '642b15e88c5067f4a89a0605'},Mexico,MEX,IndicatorObservation,ISHRAT,Income Share Ratio,48,0,2018,0.145
2346,{'$oid': '642b15e88c5067f4a89a0606'},Mexico,MEX,IndicatorObservation,IUCNRL,IUCN Red List Index,47,0.34,2018,0.67
2347,{'$oid': '642b15e88c5067f4a89a0607'},Mexico,MEX,IndicatorObservation,LFPART,Labor Force Participation,48,0.735,2017,73.5
2348,{'$oid': '642b15e88c5067f4a89a0608'},Mexico,MEX,IndicatorObservation,MATERN,Paid Maternity Leave,39,0.231,2018,12
2349,{'$oid': '642b15e88c5067f4a89a0609'},Mexico,MEX,IndicatorObservation,MILEXP,Military Expenditure,45,0.94,2018,0.6
2350,{'$oid': '642b15e88c5067f4a89a060a'},Mexico,MEX,IndicatorObservation,MSWGEN,Municipal Solid Waste Generation,31,0.438,2018,421.79
2351,{'$oid': '642b15e88c5067f4a89a060b'},Mexico,MEX,IndicatorObservation,MURDER,Intentional Homicide Rate,3,0.037,2016,19.26
2352,{'$oid': '642b15e88c5067f4a89a060c'},Mexico,MEX,IndicatorObservation,NITROG,Sustainable Nitrogen Management,32,0.354,2018,35.39
2353,{'$oid': '642b15e88c5067f4a89a060d'},Mexico,MEX,IndicatorObservation,NRGINT,Energy Intensity,33,0.794,2018,3.09
2354,{'$oid': '642b15e88c5067f4a89a060e'},Mexico,MEX,IndicatorObservation,PHYSPC,"Physicians per 10,000",41,0.319,2010-2017,22.31
2355,{'$oid': '642b15e88c5067f4a89a060f'},Mexico,MEX,IndicatorObservation,PUBACC,Public Access to Financial Sector,49,0.369,2017,36.93
2356,{'$oid': '642b15e88c5067f4a89a0610'},Mexico,MEX,IndicatorObservation,PUBSRV,Quality of Public Services & Government,42,0.528,2018,0.14
2357,{'$oid': '642b15e88c5067f4a89a0611'},Mexico,MEX,IndicatorObservation,PUPTCH,Primary School Pupil to Teacher Ratio,3,0.439,2018,26.4
2358,{'$oid': '642b15e88c5067f4a89a0612'},Mexico,MEX,IndicatorObservation,RDFUND,Research and Development,46,0.17,2018,0.17
2359,{'$oid': '642b15e88c5067f4a89a0613'},Mexico,MEX,IndicatorObservation,RECYCL,Recycling Rate,44,0.071,2018,5
2360,{'$oid': '642b15e88c5067f4a89a0614'},Mexico,MEX,IndicatorObservation,RULELW,Rule of Law Index,45,0.476,2018,0.476
2361,{'$oid': '642b15e88c5067f4a89a0615'},Mexico,MEX,IndicatorObservation,SANSRV,Basic Sanitation Services,49,0.426,2015,42.61
2362,{'$oid': '642b15e88c5067f4a89a0616'},Mexico,MEX,IndicatorObservation,SECAPP,Security Apparatus,1,0.12,2019,8.8
2363,{'$oid': '642b15e88c5067f4a89a0617'},Mexico,MEX,IndicatorObservation,SENIOR,Senior Wellbeing,43,0.38,2018,0.38
2364,{'$oid': '642b15e88c5067f4a89a0618'},Mexico,MEX,IndicatorObservation,STKHLM,Stockholm Convention Compliance,22,0.667,2015,66.67
2365,{'$oid': '642b15e88c5067f4a89a0619'},Mexico,MEX,IndicatorObservation,TAXEVA,Tax Evasion,29,0.897,2018/2019,215.785
2366,{'$oid': '642b15e88c5067f4a89a061a'},Mexico,MEX,IndicatorObservation,TAXREV,Tax Revenue,35,0.261,2017,13.04892
2367,{'$oid': '642b15e88c5067f4a89a061b'},Mexico,MEX,IndicatorObservation,TRNETW,National Transport Network Intensity,43,0.441,2007-17,0.441
2368,{'$oid': '642b15e88c5067f4a89a061c'},Mexico,MEX,IndicatorObservation,UNEMPL,Unemployment Benefits Coverage,43,0.06,2018,6
2369,{'$oid': '642b15e88c5067f4a89a061d'},Mexico,MEX,IndicatorObservation,WATMAN,Water Management,41,0.48,2018,0.48
2370,{'$oid': '642b15e88c5067f4a89a061e'},Netherlands,NLD,IndexAggregate,MS,Market Structure Pillar,10,0.69,2018,
2371,{'$oid': '642b15e88c5067f4a89a061f'},Netherlands,NLD,IndexAggregate,MS_FIN,MS: Financial Sector Category,14,0.776,2018,
2372,{'$oid': '642b15e88c5067f4a89a0620'},Netherlands,NLD,IndexAggregate,MS_NEQ,MS: Inequality Category,7,0.673,2018,
2373,{'$oid': '642b15e88c5067f4a89a0621'},Netherlands,NLD,IndexAggregate,MS_TAX,MS: Tax Category,39,0.463,2018,
2374,{'$oid': '642b15e88c5067f4a89a0622'},Netherlands,NLD,IndexAggregate,MS_WEN,MS: Worker Engagement Category,9,0.829,2018,
2375,{'$oid': '642b15e88c5067f4a89a0623'},Netherlands,NLD,IndexAggregate,MS_WWB,MS: Worker Wellbeing Category,10,0.708,2018,
2376,{'$oid': '642b15e88c5067f4a89a0624'},Netherlands,NLD,IndexAggregate,PG,Public Goods Pillar,9,0.833,2018,
2377,{'$oid': '642b15e88c5067f4a89a0625'},Netherlands,NLD,IndexAggregate,PG_EDU,PG: Education Category,23,0.867,2018,
2378,{'$oid': '642b15e88c5067f4a89a0626'},Netherlands,NLD,IndexAggregate,PG_GLB,PG: Global Role Category,16,0.679,2018,
2379,{'$oid': '642b15e88c5067f4a89a0627'},Netherlands,NLD,IndexAggregate,PG_HLC,PG: Healthcare Category,12,0.757,2018,
2380,{'$oid': '642b15e88c5067f4a89a0628'},Netherlands,NLD,IndexAggregate,PG_INF,PG: Infrastructure Category,4,0.885,2018,
2381,{'$oid': '642b15e88c5067f4a89a0629'},Netherlands,NLD,IndexAggregate,PG_RTS,PG: Rights Category,,0.907,2018,
2382,{'$oid': '642b15e88c5067f4a89a062a'},Netherlands,NLD,IndexAggregate,PG_RTS,PG: Rights Catgory,3,,2018,
2383,{'$oid': '642b15e88c5067f4a89a062b'},Netherlands,NLD,IndexAggregate,PG_SAF,PG: Public Safety Category,3,0.902,2018,
2384,{'$oid': '642b15e88c5067f4a89a062c'},Netherlands,NLD,IndexAggregate,SSPI,SSPI,,7.819,2018,
2385,{'$oid': '642b15e88c5067f4a89a062d'},Netherlands,NLD,IndexAggregate,SSPI,SSPI Overall,31,,2018,
2386,{'$oid': '642b15e88c5067f4a89a062e'},Netherlands,NLD,IndexAggregate,SUS,Sustainability Pillar,27,0.573,2018,
2387,{'$oid': '642b15e88c5067f4a89a062f'},Netherlands,NLD,IndexAggregate,SUS_ECO,Sus: Ecosystem Category,9,0.879,2018,
2388,{'$oid': '642b15e88c5067f4a89a0630'},Netherlands,NLD,IndexAggregate,SUS_GHG,Sus: Greenhouse Gases Category,41,0.578,2018,
2389,{'$oid': '642b15e88c5067f4a89a0631'},Netherlands,NLD,IndexAggregate,SUS_LND,Sus: Land Category,16,0.575,2018,
2390,{'$oid': '642b15e88c5067f4a89a0632'},Netherlands,NLD,IndexAggregate,SUS_NRG,Sus: Energy Category,30,0.53,2018,
2391,{'$oid': '642b15e88c5067f4a89a0633'},Netherlands,NLD,IndexAggregate,SUS_WST,Sus: Waste Category,40,0.301,2018,
2392,{'$oid': '642b15e88c5067f4a89a0634'},Netherlands,NLD,IndicatorObservation,AIRPOL,Air Pollution,26,0.698,2016,12.07
2393,{'$oid': '642b15e88c5067f4a89a0635'},Netherlands,NLD,IndicatorObservation,ALTNRG,Alternative Energy Generation,42,0.102,2018,6.114
2394,{'$oid': '642b15e88c5067f4a89a0636'},Netherlands,NLD,IndicatorObservation,AQELEC,Availability and Quality of Electricity,5,0.984,2018,0.9843
2395,{'$oid': '642b15e88c5067f4a89a0637'},Netherlands,NLD,IndicatorObservation,ARMEXP,Arms Exports,11,0.692,2018,462
2396,{'$oid': '642b15e88c5067f4a89a0638'},Netherlands,NLD,IndicatorObservation,ATBRTH,Births Attended by Skilled Personnel,1,1,1998,100
2397,{'$oid': '642b15e88c5067f4a89a0639'},Netherlands,NLD,IndicatorObservation,BEEFMK,Beef Market,46,0.289,2018,0.289
2398,{'$oid': '642b15e88c5067f4a89a063a'},Netherlands,NLD,IndicatorObservation,BIODIV,Biodiversity Protection,8,0.878,2018,87.844
2399,{'$oid': '642b15e88c5067f4a89a063b'},Netherlands,NLD,IndicatorObservation,CARBON,Carbon Capture,3,0.951,2018,47.289
2400,{'$oid': '642b15e88c5067f4a89a063c'},Netherlands,NLD,IndicatorObservation,CHILDW,Child Worker Engagement,4,0.929,2018,0.929
2401,{'$oid': '642b15e88c5067f4a89a063d'},Netherlands,NLD,IndicatorObservation,COALPW,Energy from Coal Sources,22,0.7708476638,2018,11.45761681
2402,{'$oid': '642b15e88c5067f4a89a063e'},Netherlands,NLD,IndicatorObservation,COLBAR,Collective Bargaining Rights Coverage,10,0.79,2016,0.79
2403,{'$oid': '642b15e88c5067f4a89a063f'},Netherlands,NLD,IndicatorObservation,CRPTAX,Corporate Tax Rate,12,0.625,2018,25
2404,{'$oid': '642b15e88c5067f4a89a0640'},Netherlands,NLD,IndicatorObservation,CSTUNT,Child Stunting,46,0.978,2018,1.08
2405,{'$oid': '642b15e88c5067f4a89a0641'},Netherlands,NLD,IndicatorObservation,CYBSEC,Global Cybersecurity Index,8,0.89,2018,0.89
2406,{'$oid': '642b15e88c5067f4a89a0642'},Netherlands,NLD,IndicatorObservation,DEFRST,Deforestation,47,0.016,2018,-0.19
2407,{'$oid': '642b15e88c5067f4a89a0643'},Netherlands,NLD,IndicatorObservation,DPTCOV,Infant DTP Vaccine Coverage,31,0.76,2017,94
2408,{'$oid': '642b15e88c5067f4a89a0644'},Netherlands,NLD,IndicatorObservation,DRKWAT,Safe Drinking Water,34,0.977,2015,97.73
2409,{'$oid': '642b15e88c5067f4a89a0645'},Netherlands,NLD,IndicatorObservation,EDEMOC,Electoral Democracy Index,15,0.876,2018,0.876
2410,{'$oid': '642b15e88c5067f4a89a0646'},Netherlands,NLD,IndicatorObservation,ENRPRI,Primary School Net Enrollment,22,0.867,2016,97.33
2411,{'$oid': '642b15e88c5067f4a89a0647'},Netherlands,NLD,IndicatorObservation,ENRSEC,Lower Secondary School Net Enrollment,15,0.974,2016,99.21
2412,{'$oid': '642b15e88c5067f4a89a0648'},Netherlands,NLD,IndicatorObservation,EWASTE,E-Waste Generation,8,0.229,2018,30.8322059
2413,{'$oid': '642b15e88c5067f4a89a0649'},Netherlands,NLD,IndicatorObservation,FAMPLN,Unment Need for Family Planning,38,0.55,2018,9
2414,{'$oid': '642b15e88c5067f4a89a064a'},Netherlands,NLD,IndicatorObservation,FATINJ,Fatal Workplace Injuries,48,0.98,2015,0.5
2415,{'$oid': '642b15e88c5067f4a89a064b'},Netherlands,NLD,IndicatorObservation,FDEPTH,Financial Depth,14,0.522,2018,0.522
2416,{'$oid': '642b15e88c5067f4a89a064c'},Netherlands,NLD,IndicatorObservation,FORAID,Foreign Aid,14,0.409,2018,0.409
2417,{'$oid': '642b15e88c5067f4a89a064d'},Netherlands,NLD,IndicatorObservation,FSTABL,Financial Stability,25,0.81,2018,1.9
2418,{'$oid': '642b15e88c5067f4a89a064e'},Netherlands,NLD,IndicatorObservation,GENDEQ,Gender Equality Index,11,0.907,2018,3.6266
2419,{'$oid': '642b15e88c5067f4a89a064f'},Netherlands,NLD,IndicatorObservation,GINIPT,GINI Coefficient After Taxes,41,0.83,2017,28.5
2420,{'$oid': '642b15e88c5067f4a89a0650'},Netherlands,NLD,IndicatorObservation,GTRANS,Green Transport Index,4,0.675,2016,0.675
2421,{'$oid': '642b15e88c5067f4a89a0651'},Netherlands,NLD,IndicatorObservation,INCARC,Incarceration Rates,44,0.954,2018,63
2422,{'$oid': '642b15e88c5067f4a89a0652'},Netherlands,NLD,IndicatorObservation,INCONV,Adoption of Key UN Conventions,5,0.9,2019,9
